"reg1","vote16","meeting","moneyorg","protest","online","persuade","button","moneycand","argument","particip_none","particip_count","vote20jb","apppres7","frnpres7","immpres7","econpres7","econnow","finworry","confecon","hlthcare1","hlthcare2","experts","science","exphelp","excessive","socmed_1","socmed_2","socmed_3","socmed_4","socmed_5","socmed_6","socmed_7","socmed_8","socmed_9","twitter1","racegr","sex","educ","income","birthyr","covidpres7","healthcarepres7","covid1","covid2","mis_covid1","conf_covid1","mis_covid2","conf_covid2"
1,1,0,1,0,1,0,0,1,1,0,4,1,1,1,1,1,1,1,2,7,1,4,5,5,5,1,0,0,0,1,0,0,0,0,66,"White",2,3,11,1952,1,77,1,1,2,3,2,3
1,1,0,0,0,0,1,0,0,1,0,2,1,2,1,1,1,5,3,3,7,2,2,4,3,3,0,0,0,0,1,0,0,0,0,66,"White",1,4,4,1955,1,77,3,1,1,4,2,4
1,1,1,0,0,0,1,0,0,1,0,3,1,2,5,3,1,1,3,2,1,4,1,4,2,3,0,0,1,1,1,1,0,0,0,66,"White",1,5,21,1990,1,77,3,2,1,3,2,5
3,3,0,1,0,1,0,1,0,0,0,3,2,2,3,2,2,4,5,4,2,4,2,4,4,5,1,1,1,0,1,1,1,0,0,1,"White",1,5,22,1984,2,77,2,2,1,5,1,4
1,2,0,0,0,0,0,0,0,1,0,1,2,4,3,5,2,5,1,4,3,1,3,4,3,4,1,0,0,0,0,0,0,0,0,66,"White",1,2,8,1948,5,77,3,1,1,1,2,5
1,2,0,0,0,0,0,0,0,1,0,1,2,3,5,3,5,4,4,5,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"Black",1,8,21,1972,5,77,1,2,2,3,2,3
1,2,0,0,0,1,0,0,0,1,0,2,2,7,6,7,6,4,5,5,2,1,2,2,4,4,1,1,1,0,1,0,0,0,0,7,"Black",2,1,5,1969,6,77,1,1,1,3,1,4
1,4,0,0,0,0,0,0,0,1,0,1,4,4,4,7,3,2,3,2,4,4,3,2,4,3,1,1,1,0,1,1,1,0,0,7,"Black",2,6,4,1997,3,77,3,2,2,3,2,4
1,1,1,0,0,1,0,1,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,1,1,1,1,1,1,0,0,1,"Hispanic",1,5,10,1985,2,77,2,2,1,4,2,4
1,2,0,0,0,1,0,0,0,0,0,1,2,7,6,7,4,5,3,3,2,1,3,4,3,3,1,1,1,0,1,0,0,0,0,4,"White",2,2,16,1952,7,77,3,1,2,4,2,5
1,1,0,0,0,1,0,1,0,0,0,2,1,1,1,1,1,1,1,2,7,4,2,1,3,2,1,0,0,0,1,0,0,0,0,66,"White",2,3,8,1946,1,77,4,3,1,4,2,2
1,2,0,0,0,0,0,0,0,1,0,1,2,7,4,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"Hispanic",2,6,7,1972,6,77,3,3,1,3,1,9
1,4,0,0,0,0,0,0,0,0,1,0,4,3,3,5,3,2,1,2,4,1,3,2,3,3,0,0,0,0,0,0,0,0,1,66,"White",1,2,8,1939,3,77,5,4,2,3,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,1,2,1,1,3,3,3,5,0,0,1,0,0,0,0,0,0,66,"Black",2,4,19,1983,6,77,3,2,1,1,2,1
3,4,0,1,0,0,0,0,0,1,0,2,2,6,6,7,3,5,4,5,6,3,4,4,5,3,0,0,0,0,1,0,0,1,0,66,"White",2,5,11,1963,6,77,2,1,2,5,2,5
1,2,0,0,0,1,0,0,0,1,0,2,2,7,6,1,5,5,4,4,7,2,4,5,3,4,1,0,0,0,1,0,0,0,0,66,"White",2,6,15,1946,6,77,4,1,1,2,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,1,1,7,1,2,2,3,4,1,0,0,0,0,0,0,0,0,66,"White",2,2,14,1962,2,77,5,5,1,5,1,5
1,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,7,5,2,4,2,1,3,5,5,1,0,0,0,0,0,0,0,0,1,66,"White",1,8,26,1947,7,77,3,2,2,5,2,5
1,2,0,0,0,1,0,0,0,1,0,2,2,7,7,7,6,5,2,4,2,2,3,4,4,3,1,1,0,0,1,0,0,0,0,7,"Black",1,4,21,1952,7,77,3,2,1,3,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,4,7,5,9,5,2,4,4,3,4,3,1,1,1,0,0,0,0,0,0,5,"White",2,3,10,1952,7,77,2,1,1,3,1,3
1,2,0,0,0,1,0,0,0,0,0,1,2,5,5,5,5,5,5,5,5,5,3,2,4,2,1,0,1,0,1,1,0,0,0,66,"White",2,1,13,1991,7,77,1,1,2,2,2,3
1,2,0,0,0,0,1,1,0,0,0,2,3,7,3,2,3,4,2,5,1,2,5,5,3,5,0,1,1,0,1,1,1,0,0,1,"Black",1,5,18,1990,7,77,1,1,2,1,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,7,1,2,3,2,3,0,0,0,0,0,0,0,0,1,66,"Other",1,3,21,1944,1,77,5,3,2,4,2,3
1,2,1,1,1,0,0,0,0,0,0,3,2,1,3,4,6,2,2,4,2,2,2,4,4,5,1,1,1,1,0,0,0,0,0,2,"White",1,2,11,1992,3,77,5,3,1,4,1,4
1,1,1,1,1,1,1,0,0,0,0,5,1,1,1,2,1,1,5,5,1,5,1,5,5,5,1,1,1,0,0,0,0,0,0,1,"White",1,8,23,1989,1,77,1,1,1,5,1,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,4,2,3,7,3,3,3,2,2,0,0,0,0,0,0,0,0,1,66,"White",2,5,14,1960,1,77,4,2,2,4,2,5
1,2,0,0,1,0,0,0,1,1,0,3,2,4,7,6,5,3,2,4,2,9,2,3,1,3,1,0,1,0,1,1,1,0,0,66,"White",1,3,12,1985,4,77,1,2,1,4,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,3,4,3,3,5,5,4,4,1,4,1,4,3,1,0,0,0,0,0,0,0,0,66,"Black",2,1,2,1958,3,77,5,1,1,1,1,1
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,3,6,5,1,2,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,5,7,1959,2,77,4,2,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,2,2,5,3,2,5,2,0,0,0,0,0,0,0,0,1,66,"White",2,6,3,1954,1,77,3,2,2,2,2,5
4,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,99,5,1,1,7,1,5,1,1,1,1,0,1,0,1,0,0,0,0,66,"White",1,8,19,1984,7,77,5,5,2,1,2,1
1,3,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,5,1,1,6,2,3,3,3,2,0,0,0,0,1,0,0,0,0,66,"White",1,8,20,1958,2,77,4,4,2,2,1,5
3,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,5,5,5,2,2,4,4,4,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,11,1952,7,77,1,1,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,1,5,4,5,4,1,1,1,1,1,1,1,1,0,0,1,"White",1,5,22,1989,1,77,1,1,2,5,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,1,2,1,1,4,1,1,7,2,3,1,1,2,1,0,0,0,0,0,0,0,0,66,"White",1,3,12,1949,1,77,5,4,2,4,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,2,4,1,1,4,4,3,3,1,0,0,0,1,0,0,0,0,66,"White",1,5,25,1975,7,77,4,2,2,3,2,2
1,1,0,0,0,0,0,0,0,0,1,0,1,2,4,3,4,2,3,3,3,5,3,3,3,3,1,0,1,0,1,1,0,0,0,66,"White",1,2,5,1977,2,77,4,3,2,2,2,2
1,2,0,0,0,0,0,1,0,1,0,2,2,6,5,6,2,2,2,5,1,3,3,5,4,2,1,0,1,0,1,0,0,1,0,66,"White",2,3,15,1963,4,77,2,1,1,4,1,2
1,1,0,0,0,0,0,0,0,0,1,0,1,2,4,2,1,5,5,3,4,4,4,1,3,3,1,0,1,0,1,0,0,0,0,66,"White",2,4,19,1990,2,77,4,1,1,3,2,3
3,4,0,0,0,0,0,0,0,0,1,0,2,7,6,6,6,4,2,2,5,2,3,4,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,3,13,1947,7,77,3,3,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,3,2,2,7,1,4,4,3,3,1,0,1,0,1,0,0,0,0,66,"White",2,2,22,1946,7,77,1,2,1,3,2,3
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,7,6,5,5,5,3,4,5,5,4,5,1,0,0,0,1,0,0,0,0,66,"Asian",1,5,25,1975,7,77,2,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,4,3,3,1,5,1,2,4,4,1,0,1,0,1,0,0,0,0,66,"Hispanic",1,2,6,1985,7,77,1,1,2,3,2,3
1,3,0,0,0,0,0,0,0,0,1,0,2,6,6,5,5,4,3,5,4,3,5,5,5,2,1,0,0,0,1,0,0,0,0,66,"White",1,2,4,1962,7,77,2,2,1,2,2,3
1,1,0,1,0,0,1,1,1,0,0,4,1,2,1,1,2,2,3,2,5,4,2,4,4,4,1,1,1,1,1,1,1,1,0,4,"White",1,6,16,1988,2,77,3,1,1,4,1,4
1,4,0,0,0,0,0,0,0,0,1,0,1,3,3,4,3,5,2,3,7,1,2,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",2,6,26,1948,3,77,4,1,2,4,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,2,1,1,2,5,1,2,7,1,4,2,3,2,1,1,1,0,1,0,0,0,0,6,"White",1,4,10,1938,1,77,4,2,1,2,2,4
1,2,0,0,0,0,1,0,0,0,0,1,2,7,7,7,4,3,4,3,4,3,5,5,5,5,0,1,1,1,1,1,0,0,0,7,"White",2,5,8,1985,5,77,3,3,2,2,2,2
1,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,7,5,5,5,4,2,5,4,5,3,1,0,0,0,1,0,0,0,0,66,"White",2,2,19,1961,7,77,1,1,1,3,2,2
3,4,0,0,0,0,0,0,0,1,0,1,4,6,6,3,5,5,3,3,2,2,4,5,5,3,1,0,0,0,0,0,0,0,0,66,"White",2,1,4,1977,4,77,1,3,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,3,1,3,7,1,2,3,3,2,0,0,0,0,0,0,0,0,1,66,"White",1,6,22,1956,1,77,4,3,1,3,2,4
3,4,0,0,0,0,0,0,0,0,1,0,4,3,3,6,3,4,2,2,7,1,2,1,2,2,1,0,0,0,1,0,0,0,0,66,"White",2,2,17,1954,1,77,4,1,2,5,2,5
1,2,1,0,0,1,0,1,1,0,0,4,2,4,5,6,5,5,1,4,4,1,4,4,3,3,1,1,1,1,1,0,0,0,0,3,"White",1,7,26,1961,7,77,4,1,2,4,2,5
3,4,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,4,1,1,4,1,2,3,4,2,0,1,1,1,1,0,0,0,0,2,"White",1,4,15,1978,2,77,5,4,2,3,2,5
1,1,0,0,0,0,0,0,0,1,0,1,1,3,4,5,5,5,1,4,7,1,3,3,4,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,15,1944,4,77,4,2,2,1,2,1
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,5,4,5,5,2,1,0,0,0,1,0,0,0,0,66,"White",1,3,10,1958,7,77,1,1,2,2,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,4,4,4,1,2,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,2,16,1963,1,77,5,2,1,5,2,5
1,2,1,0,0,1,0,0,1,0,0,3,2,7,7,7,7,1,2,3,2,4,3,3,2,2,1,0,1,0,1,1,1,0,0,66,"Hispanic",2,8,9,1986,1,77,3,2,1,4,1,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,3,6,2,2,3,3,3,0,0,0,0,1,0,0,0,0,66,"Hispanic",1,3,15,1978,2,77,2,3,1,4,2,4
1,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,4,1,2,4,4,3,1,0,1,0,1,0,0,0,0,66,"Mixed",2,5,16,1970,1,77,3,3,1,3,2,4
3,2,0,0,0,0,1,0,0,1,0,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,7,"Black",1,2,7,1982,3,77,2,2,1,4,1,4
3,4,0,0,0,0,0,0,0,0,1,0,4,6,5,4,4,3,4,3,5,3,3,2,4,3,0,0,0,0,0,0,0,0,1,66,"Hispanic",2,5,16,2001,4,77,3,3,2,3,2,3
1,4,0,0,0,0,0,0,0,0,1,0,2,6,4,4,5,4,3,3,2,2,4,4,5,2,0,0,0,0,0,0,0,0,1,66,"White",2,2,11,1952,6,77,1,2,2,2,2,5
1,2,0,1,0,0,1,1,0,0,0,3,2,1,2,1,2,2,4,4,1,4,1,2,3,4,1,1,1,0,0,1,0,0,0,1,"Black",2,4,13,1996,5,77,2,1,1,4,1,4
1,2,0,0,0,1,0,1,0,1,0,3,2,3,3,2,5,4,2,5,1,2,1,2,2,3,1,1,1,0,1,0,0,0,0,2,"White",2,3,3,1960,5,77,3,1,1,5,1,5
1,2,0,0,0,0,0,0,0,0,1,0,2,4,5,5,4,5,4,5,3,3,3,3,3,3,1,0,1,0,1,0,0,0,0,66,"Asian",2,3,16,1957,4,77,3,1,2,5,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,2,1,1,1,4,1,3,7,1,4,2,4,2,1,1,0,0,0,0,0,1,0,6,"White",1,6,22,1945,1,77,3,3,2,3,2,5
3,4,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,1,1,4,2,3,4,3,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,2,1974,4,77,4,5,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,3,5,3,2,2,4,3,4,6,2,5,5,5,2,1,0,1,0,1,0,0,0,0,66,"White",2,5,24,1984,5,77,2,1,2,4,2,3
1,1,0,0,0,0,0,0,0,0,1,0,3,5,3,2,3,4,4,4,5,3,3,2,2,2,0,0,0,0,0,0,0,0,1,66,"White",2,2,21,1959,4,77,1,1,2,2,2,4
1,3,0,0,0,1,0,0,0,1,0,2,3,7,7,7,7,5,2,4,1,5,4,5,5,2,1,1,0,0,1,0,0,0,0,6,"White",2,5,9,1981,7,77,2,1,2,5,2,4
4,4,0,0,1,0,0,0,1,0,0,2,2,7,7,4,5,1,2,2,1,2,2,4,4,4,0,0,1,0,0,1,1,0,0,66,"Black",1,7,24,2000,6,77,1,3,1,4,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,6,6,5,2,2,2,2,3,5,3,2,1,0,0,0,1,0,0,0,0,66,"Mixed",2,4,4,1956,7,77,2,4,2,5,2,5
1,1,1,1,1,1,1,1,0,0,0,6,1,1,1,1,1,1,2,3,1,5,2,5,5,5,1,1,1,1,1,1,1,1,0,1,"White",1,5,22,1985,1,77,3,2,1,5,1,3
1,2,1,0,0,0,0,0,0,0,0,1,3,7,7,7,5,4,4,4,2,4,3,3,3,3,1,1,1,0,1,1,0,0,0,1,"Hispanic",2,2,16,1988,7,77,3,1,1,5,1,1
1,2,0,1,0,1,0,1,1,1,0,5,2,7,7,3,7,5,5,5,1,5,4,1,4,4,1,0,0,0,1,1,1,0,0,66,"White",2,5,10,1962,7,77,2,1,1,5,2,5
1,2,0,1,0,1,1,0,1,0,0,4,2,3,3,2,2,5,2,4,2,1,5,4,5,2,1,0,1,1,0,0,0,1,0,66,"White",2,7,11,1956,2,77,3,2,1,3,2,3
2,1,0,0,0,0,0,0,0,0,1,0,1,2,2,3,1,1,1,2,1,4,2,2,3,2,1,1,1,0,1,0,1,0,0,7,"White",2,3,8,1984,1,77,4,2,2,4,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,2,2,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,66,"White",1,4,8,1951,1,77,1,4,2,3,2,4
1,4,0,0,1,0,1,1,0,0,0,3,2,7,7,7,6,4,2,3,3,1,4,4,4,4,0,0,0,1,1,1,0,0,0,66,"Asian",2,2,19,2001,7,77,3,3,2,3,2,4
1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,2,4,4,3,5,3,3,1,0,0,0,0,0,1,0,0,66,"White",2,2,9,1951,1,77,1,1,1,3,2,4
1,2,0,0,0,0,0,0,0,0,1,0,3,6,6,7,6,5,3,4,3,3,3,2,3,3,0,0,0,0,1,0,0,0,0,66,"White",2,3,4,1954,7,77,2,2,2,3,2,5
1,2,0,0,0,1,1,0,0,1,0,3,1,3,4,3,4,2,2,3,3,3,2,2,4,3,1,0,0,0,1,0,0,0,0,66,"White",2,4,5,1976,1,77,9,1,1,4,1,2
1,2,0,0,0,0,0,0,0,0,1,0,2,7,4,4,4,3,4,4,4,3,3,3,3,3,1,0,1,0,1,1,0,0,0,66,"White",1,2,6,1968,7,77,1,1,2,3,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,2,2,4,4,2,3,2,2,2,1,1,0,1,1,0,0,0,0,3,"White",2,2,11,1987,4,77,4,3,2,2,2,2
1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5,5,5,4,2,3,2,3,3,1,0,1,0,1,0,1,0,0,66,"Asian",1,6,21,1981,1,77,2,2,2,5,1,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,2,5,3,1,4,4,4,3,1,0,0,0,0,0,0,0,0,66,"White",1,3,7,1929,7,77,5,1,2,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,4,4,4,5,3,0,0,0,0,0,0,0,0,1,66,"White",1,3,16,1964,7,77,1,1,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,2,2,3,7,2,4,2,5,2,1,0,1,0,1,0,0,0,0,66,"White",2,2,21,1949,1,77,4,2,2,1,2,5
1,2,1,0,1,0,0,1,0,0,0,3,2,1,1,3,1,1,4,5,1,1,1,3,3,2,1,0,1,0,0,1,0,0,0,66,"Black",2,4,3,1994,5,77,1,1,1,5,1,2
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,3,3,3,2,3,5,3,3,3,3,2,1,0,0,0,0,1,0,0,0,66,"White",1,4,9,1951,2,77,3,3,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,4,1,2,3,4,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,22,1954,2,77,5,3,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,4,3,5,1,5,4,1,3,2,3,3,1,1,1,0,0,0,0,0,0,7,"White",2,2,16,1954,1,77,1,1,2,1,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,5,5,5,4,1,1,1,0,1,1,1,0,0,1,"White",1,8,25,1984,1,77,1,1,1,5,1,5
1,2,1,1,0,0,1,0,0,0,0,3,2,7,7,7,6,5,3,5,1,2,4,5,2,3,1,0,0,0,1,0,0,1,0,66,"White",2,5,11,1949,6,77,3,2,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,5,2,2,7,3,2,4,3,2,1,0,0,0,1,0,0,0,0,66,"White",1,6,18,1959,2,77,3,3,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,3,5,1,4,5,5,5,2,1,0,0,0,1,0,0,0,0,66,"White",1,3,5,1960,7,77,2,1,2,3,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,5,3,2,3,4,1,0,0,0,0,0,0,0,0,66,"White",1,3,8,1948,7,77,2,1,1,4,1,2
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,3,5,2,5,5,4,4,4,0,0,0,0,0,0,0,0,1,66,"White",2,5,5,1960,7,77,4,1,2,5,2,5
1,4,0,0,0,0,0,0,0,0,1,0,4,4,4,3,4,3,3,3,4,3,5,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,1,5,1967,4,77,5,5,2,2,2,3
1,1,1,1,1,1,1,1,1,0,0,7,1,1,2,2,2,1,4,2,3,2,1,5,4,4,1,1,1,0,1,1,0,0,0,2,"White",1,6,3,1977,1,77,1,1,1,2,2,4
1,2,0,0,0,1,1,0,0,1,0,3,2,7,7,7,7,5,5,5,4,3,4,3,3,5,1,1,0,0,1,0,0,0,0,3,"White",1,5,19,1957,7,77,3,3,2,3,2,5
1,2,0,0,0,1,1,1,0,0,0,3,2,7,7,7,7,5,5,5,6,5,3,3,4,2,1,0,0,0,1,1,0,0,0,66,"White",2,4,16,1953,7,77,1,1,2,3,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,6,3,5,2,4,4,1,5,4,5,2,1,0,0,0,1,0,0,0,0,66,"White",1,6,23,1945,6,77,4,2,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,4,3,3,2,2,2,2,2,3,1,0,1,0,1,0,0,0,0,66,"White",2,2,20,1987,2,77,2,2,2,4,2,5
1,3,0,0,0,1,1,0,0,1,0,3,2,7,7,7,6,5,2,5,1,2,3,5,3,3,0,0,0,0,1,0,0,0,0,66,"White",1,3,10,1952,7,77,2,2,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,3,4,3,2,5,3,2,3,4,5,2,1,0,0,0,1,0,0,0,0,66,"White",1,2,14,1963,3,77,1,1,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,7,4,4,3,4,2,0,0,1,0,0,0,0,0,0,66,"White",2,2,5,1964,1,77,4,1,1,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,2,5,7,1,4,2,4,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,21,1953,1,77,5,2,2,3,2,5
1,2,0,1,1,0,1,0,1,1,0,5,2,7,7,6,7,4,2,5,6,1,5,5,5,2,0,1,0,1,1,1,0,0,0,5,"White",1,6,22,1985,7,77,4,1,2,4,2,5
1,2,0,1,0,1,1,1,0,0,0,4,2,6,7,7,4,4,3,4,2,2,4,4,3,2,1,0,1,1,1,0,0,0,0,66,"White",1,5,15,1992,5,77,3,2,2,5,2,4
1,1,0,0,0,1,0,0,0,1,0,2,1,3,3,3,3,2,2,2,3,3,3,2,3,2,1,1,1,1,1,1,0,0,0,2,"White",1,4,14,1964,3,77,2,2,2,4,2,4
1,4,0,0,0,0,0,0,0,0,1,0,3,7,7,7,7,5,2,4,2,1,5,5,3,3,1,0,0,0,1,0,1,0,0,66,"White",2,2,7,1963,7,77,4,1,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,7,2,3,3,3,2,0,0,0,0,0,0,0,0,1,66,"White",2,5,14,1947,1,77,3,2,2,1,2,5
1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,3,4,3,3,2,3,3,3,4,3,1,1,0,0,1,0,0,1,0,5,"Black",2,4,1,1980,3,77,2,2,2,2,2,4
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,4,7,1,3,2,2,2,1,1,0,0,0,0,0,0,0,3,"White",2,2,5,1945,1,77,4,1,1,2,2,4
3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,1,4,7,1,2,2,5,2,0,0,0,0,0,0,0,0,1,66,"White",1,5,23,1956,1,77,3,1,2,1,2,5
1,4,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,3,2,1,1,2,4,5,3,3,0,1,1,0,1,0,0,0,0,4,"White",2,2,5,1998,7,77,4,5,2,3,2,4
1,1,0,0,0,1,0,0,0,0,0,1,4,5,6,3,3,4,4,5,2,2,4,4,4,1,1,0,0,0,0,1,0,0,0,66,"White",2,4,22,1960,6,77,1,1,1,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,4,4,4,2,3,2,2,2,1,0,0,0,1,0,0,0,0,66,"White",1,5,18,1970,2,77,4,1,2,4,2,4
1,1,1,1,0,0,0,0,1,1,0,4,1,2,1,1,1,5,4,5,7,1,3,3,3,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,21,1945,2,77,1,1,2,3,2,4
1,1,0,0,0,0,0,0,0,1,0,1,2,7,6,7,7,5,3,4,3,1,4,3,3,3,1,0,0,0,1,1,0,0,0,66,"White",1,3,13,1956,7,77,2,1,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,1,3,2,2,2,6,2,3,3,3,3,1,1,0,0,0,0,0,0,0,5,"White",1,4,4,1950,2,77,4,2,1,3,1,3
3,4,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,3,1,1,6,1,3,2,2,3,1,1,0,0,0,0,0,0,0,7,"White",2,1,2,1953,2,77,5,5,1,3,2,3
1,1,0,0,0,0,0,0,1,0,0,1,1,2,2,2,1,5,5,5,7,1,2,3,3,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,17,1948,2,77,5,1,2,2,2,5
1,2,0,0,0,0,0,0,0,1,0,1,2,6,5,5,4,5,1,4,4,2,3,2,3,3,1,1,1,0,0,0,0,0,0,6,"White",2,2,14,1945,6,77,3,2,2,2,2,3
1,1,0,1,0,1,0,0,1,1,0,4,1,1,3,1,1,3,4,4,3,3,4,3,3,5,1,1,1,0,1,0,1,0,0,5,"White",1,6,26,1969,6,77,2,2,1,4,1,4
1,1,0,0,0,0,0,0,0,1,0,1,1,2,3,2,1,2,3,3,7,2,5,3,5,4,1,0,0,0,1,0,0,1,0,66,"White",2,4,20,1952,2,77,2,1,2,2,2,2
1,2,0,0,0,0,0,0,0,0,1,0,1,2,2,3,2,2,3,3,4,4,4,4,4,2,1,0,1,0,1,0,1,0,0,66,"Hispanic",2,2,14,1983,2,77,3,2,2,4,2,4
1,3,0,0,0,1,0,0,1,0,0,2,2,7,7,7,6,5,5,3,2,5,5,5,5,2,1,1,1,1,1,0,0,0,0,5,"White",2,6,10,1979,7,77,2,2,2,3,2,5
1,1,0,0,0,0,0,0,0,0,1,0,2,4,4,5,5,2,2,2,4,2,1,4,3,3,1,1,1,0,0,1,0,0,0,5,"White",1,4,9,1942,6,77,4,2,1,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,3,5,5,3,5,5,2,5,3,3,2,2,4,3,1,0,0,0,0,0,0,0,0,66,"White",2,2,11,1955,4,77,2,1,2,4,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,3,3,4,4,4,3,3,4,2,3,2,2,3,1,1,0,0,1,0,0,0,0,4,"White",1,4,4,1953,3,77,4,2,1,2,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,5,6,6,5,2,3,2,3,3,3,2,3,3,1,0,1,0,1,0,0,0,0,66,"White",2,4,20,1971,7,77,4,3,2,3,2,3
1,1,0,0,0,0,0,0,0,1,0,1,1,3,3,2,1,4,1,2,7,1,3,3,2,2,1,1,1,0,1,0,0,0,0,5,"White",1,5,26,1959,2,77,5,4,1,1,1,1
1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,4,3,3,4,2,3,3,4,2,1,0,0,0,0,0,0,0,0,66,"White",2,3,15,1944,2,77,3,2,2,2,2,4
