"reg1","vote16","meeting","moneyorg","protest","online","persuade","button","moneycand","argument","particip_none","particip_count","vote20jb","apppres7","frnpres7","immpres7","econpres7","econnow","finworry","confecon","hlthcare1","hlthcare2","experts","science","exphelp","excessive","socmed_1","socmed_2","socmed_3","socmed_4","socmed_5","socmed_6","socmed_7","socmed_8","socmed_9","twitter1","racegr","sex","educ","income","birthyr","covidpres7","healthcarepres7","covid1","covid2","mis_covid1","conf_covid1","mis_covid2","conf_covid2"
1,2,1,1,0,0,1,1,1,1,0,6,2,7,7,7,7,5,2,4,1,2,4,5,5,4,1,1,1,0,1,0,0,0,0,3,"White",2,6,21,1981,88,7,2,1,2,3,2,5
1,4,0,0,0,0,0,0,0,0,1,0,2,6,4,2,5,4,5,5,3,5,3,1,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,2,6,1970,88,4,1,1,1,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,5,2,4,1,2,3,4,4,4,0,0,0,0,1,0,0,1,0,66,"Mixed",2,4,9,1979,88,7,3,2,2,3,2,5
3,4,0,0,0,0,0,0,0,1,0,1,3,7,7,7,7,4,5,5,2,5,4,5,4,1,0,1,0,1,1,0,0,0,0,3,"White",1,2,3,1994,88,7,2,2,1,3,1,2
1,1,0,0,0,1,0,0,0,1,0,2,1,2,2,3,1,4,2,3,7,3,2,3,2,2,1,1,1,0,1,0,0,0,0,4,"White",1,3,10,1965,88,2,4,2,1,2,2,3
1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,3,3,3,2,3,3,1,0,1,0,1,0,0,0,0,66,"White",2,4,8,1976,88,1,1,2,1,3,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,4,1,2,1,5,2,4,1,0,0,0,0,0,0,0,0,66,"White",2,6,25,1970,88,1,1,1,1,3,2,3
3,4,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,3,1,2,4,1,3,3,3,2,1,0,0,0,1,0,0,1,0,66,"White",2,5,21,1959,88,4,5,5,2,5,2,5
2,1,0,0,0,0,0,0,0,0,1,0,1,3,3,2,2,5,5,4,1,5,3,2,5,3,1,1,0,1,1,0,0,0,0,4,"White",2,2,3,1957,88,3,2,1,2,2,2,2
1,4,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,5,2,3,6,3,5,4,4,3,0,0,0,0,0,0,0,0,1,66,"Black",2,2,19,1953,88,7,3,2,2,4,2,4
1,4,1,0,1,0,1,0,0,1,0,4,2,7,5,6,6,4,2,3,4,1,3,4,3,2,0,1,1,0,1,1,1,0,0,3,"Black",2,3,8,2000,88,4,3,1,1,3,2,3
1,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,5,4,3,5,3,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",2,2,3,1962,88,1,2,1,1,5,2,5
1,2,0,0,1,1,0,0,0,0,0,2,2,5,3,6,3,3,2,3,6,2,3,2,2,4,1,1,1,0,1,1,1,0,0,3,"Black",2,5,10,1977,88,6,3,1,1,2,2,3
1,2,0,0,0,0,0,0,0,0,1,0,2,5,4,4,5,4,1,2,2,1,3,3,3,5,1,1,0,0,1,0,0,0,0,4,"Black",1,3,15,1957,88,5,5,3,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,1,1,3,4,1,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,19,1958,88,2,4,2,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,3,5,7,2,4,4,5,2,1,0,1,0,1,0,0,0,0,66,"White",2,6,20,1967,88,2,3,1,2,2,2,5
1,4,0,1,1,0,0,0,1,0,0,3,2,7,7,7,7,5,4,5,1,2,3,2,3,3,1,1,1,1,1,0,0,0,0,1,"Hispanic",1,2,10,1992,88,7,1,1,2,3,2,1
1,1,1,0,1,0,1,0,1,0,0,4,1,1,1,2,1,1,5,5,1,5,1,5,5,5,1,1,1,0,1,1,0,0,0,2,"White",1,7,22,1979,88,1,1,1,1,5,1,5
1,3,0,0,0,1,1,0,0,1,0,3,2,6,6,5,2,5,3,4,7,3,4,4,4,2,1,1,0,0,1,0,0,0,0,6,"White",1,5,21,1960,88,5,2,1,2,2,2,5
1,2,0,0,0,0,1,1,0,0,0,2,2,7,7,7,7,5,3,3,1,4,3,5,4,3,0,0,1,0,0,0,0,0,0,66,"White",2,5,9,1957,88,7,3,3,2,3,2,5
1,1,1,0,0,0,0,0,0,0,0,1,1,3,3,6,6,2,2,3,3,4,4,2,4,3,1,1,1,0,1,1,0,0,0,3,"White",1,5,14,1980,88,3,2,2,2,4,2,5
1,4,0,0,0,1,0,0,0,1,0,2,3,7,7,7,7,5,4,4,4,3,5,4,4,2,1,1,0,0,0,0,0,0,0,4,"Asian",1,3,16,1994,88,7,2,1,2,4,2,3
1,2,0,1,0,0,0,0,0,0,0,1,2,3,4,4,4,3,3,3,4,3,3,3,3,3,1,1,1,0,1,0,0,0,0,3,"White",2,6,25,1977,88,4,3,3,2,4,2,3
3,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,3,2,3,4,3,3,3,3,3,1,0,1,0,0,0,0,0,0,66,"White",2,4,15,1978,88,7,3,3,2,4,2,4
1,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,7,5,4,5,2,1,3,5,2,2,1,0,0,0,0,0,0,0,0,66,"White",1,6,21,1947,88,7,3,1,2,5,2,5
1,1,0,1,1,1,0,0,0,0,0,3,1,1,1,2,2,1,3,3,1,5,1,1,4,5,1,1,0,0,1,0,0,0,0,1,"White",1,6,22,1979,88,2,1,1,1,2,1,3
3,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,4,4,3,4,4,3,5,4,2,1,0,0,0,0,0,0,0,0,66,"White",1,3,5,1955,88,7,3,3,2,5,2,5
1,2,0,1,0,1,0,1,1,1,0,5,2,7,7,7,7,5,5,5,1,2,4,5,3,3,1,1,1,1,1,1,0,0,0,3,"White",2,2,4,1967,88,7,2,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,6,2,5,5,5,3,1,0,0,0,0,0,0,0,0,66,"White",2,5,12,1940,88,7,1,1,1,4,2,4
1,1,0,0,0,1,1,0,0,1,0,3,1,3,2,1,1,5,4,5,7,4,5,3,3,2,1,1,1,0,1,0,0,0,0,7,"Hispanic",1,3,9,1962,88,3,5,1,2,3,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,3,7,2,3,3,2,1,0,0,0,0,0,0,0,0,1,66,"White",1,7,9,1951,88,2,4,2,2,3,2,5
1,4,0,0,0,0,0,0,0,0,1,0,2,6,3,3,6,4,5,5,7,1,3,3,5,3,1,1,1,0,1,0,0,0,0,6,"Black",1,4,20,1979,88,4,1,1,1,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,2,3,4,1,4,3,1,3,0,0,0,0,0,0,0,0,1,66,"White",2,5,13,1968,88,2,1,1,1,2,2,2
1,4,0,0,1,0,0,1,0,0,0,2,2,4,4,4,4,3,3,3,4,3,3,3,3,3,0,0,0,0,1,0,0,0,0,66,"Black",2,2,5,2001,88,4,3,3,1,3,2,3
1,1,0,0,0,0,1,0,1,0,0,2,1,1,1,1,1,5,1,3,7,2,4,2,4,2,1,0,0,0,0,0,0,0,0,66,"White",2,2,8,1951,88,1,5,3,1,3,2,5
1,3,0,0,0,0,0,0,0,0,1,0,2,7,7,6,7,5,5,5,5,2,4,4,4,2,0,0,0,0,0,0,0,0,1,66,"White",2,2,19,1937,88,7,5,2,2,4,2,5
4,4,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,5,5,3,5,1,5,5,5,1,1,1,1,0,0,0,0,0,1,"White",1,7,21,1980,88,1,1,1,1,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,3,3,3,4,3,3,3,2,3,1,1,1,0,1,1,0,0,0,2,"Hispanic",2,3,1,1973,88,4,3,3,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,5,3,5,3,2,2,5,7,4,4,4,5,4,1,0,0,0,1,0,0,0,0,66,"Black",2,4,16,1960,88,6,5,1,2,4,2,4
1,2,1,0,0,0,0,0,0,0,0,1,1,7,7,7,6,2,5,5,5,5,1,4,1,4,0,0,0,0,0,0,0,0,1,66,"White",1,5,7,1979,88,7,1,1,2,1,2,1
1,3,0,0,0,0,0,0,0,0,1,0,2,6,5,6,5,5,3,5,5,2,4,4,5,3,1,1,1,0,1,1,0,0,0,4,"Asian",2,6,22,1979,88,5,4,1,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,3,5,5,5,3,3,4,3,1,4,1,2,2,2,1,0,0,0,0,0,0,0,0,66,"White",1,1,5,1972,88,4,3,1,1,3,2,2
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,6,7,4,5,4,1,3,3,3,5,4,1,0,1,0,1,0,0,0,0,66,"Mixed",2,3,3,1956,88,7,2,2,1,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,2,2,7,2,3,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",1,5,9,1975,88,4,5,4,1,3,1,3
1,2,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,5,3,1,3,1,5,5,4,1,0,0,0,0,0,0,0,0,66,"White",2,5,11,1979,88,1,2,1,2,4,2,4
2,2,0,0,0,0,0,1,0,0,0,1,3,4,4,4,7,5,5,5,4,4,1,4,5,5,1,0,1,0,1,1,1,0,0,66,"Black",1,2,26,1989,88,4,1,1,1,3,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,3,3,2,3,2,4,2,2,2,2,3,1,0,1,0,1,1,0,0,0,66,"White",1,6,23,1989,88,1,1,1,2,3,1,5
1,1,0,0,0,0,1,0,0,1,0,2,1,2,1,1,1,5,2,3,7,2,3,2,1,2,1,1,1,0,0,1,0,0,0,4,"White",2,4,22,1967,88,2,4,3,1,2,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,2,5,1,3,2,3,2,0,1,0,0,1,0,0,0,0,3,"Hispanic",2,5,7,1964,88,2,3,4,2,4,2,3
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,5,2,2,2,3,4,4,3,3,1,0,0,0,1,0,0,0,0,66,"White",1,5,21,1977,88,6,4,3,2,4,2,5
1,1,0,1,1,1,0,1,1,0,0,5,1,1,1,1,1,1,3,4,1,4,4,4,4,4,1,1,1,1,1,0,1,0,0,2,"White",1,6,26,1979,88,1,4,4,1,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,4,1,4,7,1,3,3,2,2,1,0,0,0,1,0,0,0,0,66,"White",2,5,21,1978,88,1,4,2,2,2,2,4
1,1,0,0,0,1,0,0,0,1,0,2,1,2,1,1,1,4,1,3,7,3,1,3,5,2,1,1,1,0,1,0,1,1,0,6,"White",2,1,7,1967,88,1,5,3,1,3,2,5
1,3,0,1,0,0,0,0,0,0,0,1,3,5,5,6,4,5,3,3,2,2,3,3,2,3,1,0,0,0,1,0,0,0,0,66,"White",1,5,4,1950,88,7,5,3,1,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,3,3,3,2,2,4,3,3,3,3,4,3,5,3,1,0,0,0,1,0,0,0,0,66,"White",2,6,25,1961,88,4,2,3,2,3,2,4
1,1,0,0,0,1,1,0,0,1,0,3,1,4,4,4,4,3,4,3,3,4,4,4,3,3,1,0,0,0,0,0,0,0,0,66,"White",1,1,8,1989,88,4,3,3,1,5,1,3
1,3,0,0,0,0,1,0,0,0,0,1,2,7,7,6,5,4,3,4,2,2,5,5,4,2,1,1,1,0,1,0,0,0,0,6,"White",1,5,26,1980,88,6,2,1,2,2,2,4
1,1,1,0,0,1,0,1,0,0,0,3,1,1,1,2,2,2,5,4,2,5,1,5,5,4,1,1,1,0,1,1,0,0,0,2,"White",1,6,14,1992,88,1,2,2,2,1,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,3,3,4,3,2,2,3,2,5,5,5,5,1,0,0,0,1,0,0,0,0,66,"Hispanic",2,4,11,1952,88,7,1,1,2,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,4,2,3,7,1,2,3,3,5,1,1,0,0,0,0,0,0,0,4,"White",2,3,5,1976,88,2,4,2,1,3,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,6,5,4,5,5,3,5,3,2,4,5,5,2,0,0,0,0,0,0,0,0,1,66,"White",1,4,11,1954,88,7,3,1,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,2,2,4,3,3,5,2,3,2,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,3,5,1946,88,2,4,2,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,1,66,"White",2,4,14,1959,88,1,1,1,1,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,1,2,5,2,5,6,1,4,3,3,2,1,0,0,0,1,0,0,0,0,66,"White",2,5,21,1970,88,2,3,1,1,4,2,5
1,3,0,1,0,1,0,1,0,1,0,4,1,2,1,2,1,5,2,4,7,4,3,2,2,3,1,1,1,1,1,1,1,0,0,3,"Mixed",2,5,5,1988,88,3,3,1,1,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,1,1,3,7,1,1,1,1,3,0,0,0,0,0,0,0,0,1,66,"White",1,2,7,1938,88,1,3,2,1,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,3,3,2,2,3,3,2,3,3,3,3,0,1,1,1,1,0,1,0,0,6,"White",2,5,17,1990,88,2,3,4,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,1,2,7,1,3,1,3,2,0,0,0,0,1,0,0,0,0,66,"White",2,3,12,1970,88,2,5,4,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,3,4,7,2,1,2,2,3,0,0,0,0,0,0,0,0,1,66,"White",1,2,10,1948,88,3,3,3,1,4,2,5
1,3,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,3,3,1,5,1,5,5,3,0,0,0,0,0,0,0,0,1,66,"White",1,4,5,1950,88,7,3,3,2,5,2,5
3,4,0,0,0,0,1,0,0,0,0,1,4,5,4,2,3,5,2,3,3,4,4,2,3,4,1,0,1,1,1,1,0,0,0,66,"Mixed",2,3,5,1968,88,3,4,1,2,3,2,3
1,1,1,0,0,1,0,1,0,1,0,4,1,4,2,3,3,2,2,3,1,3,3,2,1,2,0,0,0,1,1,1,0,0,0,66,"Hispanic",1,8,1,1974,88,3,2,3,1,2,2,2
1,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,4,2,2,7,5,5,1,3,2,1,0,0,0,1,0,0,0,0,66,"Hispanic",2,2,5,1944,88,3,4,2,2,4,2,3
1,2,0,0,0,0,0,0,0,0,1,0,2,6,7,7,3,5,3,5,1,3,3,3,4,5,1,1,1,0,1,1,0,0,0,4,"Black",2,5,23,1968,88,3,4,1,2,1,2,4
1,1,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,5,3,5,7,4,3,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",1,5,21,1936,88,2,1,1,1,4,2,5
1,2,0,0,0,0,0,0,1,0,0,1,2,7,7,3,3,3,3,4,2,2,2,3,4,3,1,0,0,0,1,0,0,0,0,66,"White",2,2,9,1950,88,4,2,1,1,4,2,4
3,4,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,2,3,4,2,3,3,3,2,0,0,0,0,0,0,0,0,1,66,"White",1,1,3,1950,88,4,3,2,2,3,2,4
2,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,3,4,2,2,3,3,1,0,1,0,1,1,0,0,0,66,"White",2,3,6,1997,88,2,5,2,1,3,1,2
1,1,0,1,0,1,0,0,0,1,0,3,4,2,2,2,1,5,2,5,3,1,1,3,4,3,1,1,0,0,1,0,0,0,0,7,"White",2,5,23,1952,88,2,2,1,1,2,2,4
1,3,0,0,0,0,1,0,1,0,0,2,3,4,4,3,99,4,9,4,2,9,3,9,9,9,0,1,1,1,1,0,0,0,0,3,"Black",1,2,5,1989,88,99,2,3,9,9,9,9
4,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,5,5,5,7,5,5,5,5,5,0,0,0,0,0,0,0,0,1,66,"White",2,2,1,1987,88,7,5,5,2,1,2,1
1,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,4,5,2,5,3,4,4,5,5,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,24,1959,88,7,1,1,2,4,2,5
1,3,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,5,1,5,7,3,2,2,2,3,1,0,0,0,0,0,0,0,0,66,"White",1,2,6,1952,88,3,3,1,1,2,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,2,2,5,4,5,6,2,2,3,3,2,1,0,0,0,0,0,0,0,0,66,"White",1,3,11,1952,88,3,4,1,2,3,2,5
1,1,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,4,1,2,6,1,4,2,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,3,23,1960,88,2,3,4,2,2,2,5
1,1,0,0,1,0,0,1,0,0,0,2,1,2,1,1,2,2,4,3,3,3,2,4,3,3,1,1,0,0,0,0,0,0,0,3,"White",1,7,17,1989,88,1,2,1,1,3,2,3
1,1,1,1,1,1,1,1,1,0,0,7,1,1,2,2,1,1,4,4,2,4,2,4,4,4,1,1,1,0,1,1,1,0,0,2,"White",1,5,20,1985,88,2,4,4,1,4,1,4
1,2,0,1,0,1,1,0,1,1,0,5,2,7,7,7,7,5,2,5,3,2,4,5,5,4,1,1,1,1,1,0,1,0,0,2,"White",2,3,26,1973,88,7,1,1,2,5,2,5
3,2,0,0,0,0,0,0,0,1,0,1,2,7,7,7,7,1,5,5,2,4,5,5,4,4,1,0,1,0,1,1,0,0,0,66,"Hispanic",2,7,23,1993,88,7,1,1,2,5,2,5
4,2,0,0,0,0,0,0,0,0,1,0,2,5,4,3,3,3,2,2,7,1,4,5,5,3,0,0,0,0,1,0,0,0,0,66,"Asian",1,5,19,1965,88,6,3,3,2,3,2,5
1,1,1,0,0,1,1,1,0,1,0,5,1,1,1,1,1,5,4,4,7,1,4,4,5,3,1,0,1,0,0,0,0,0,0,66,"Hispanic",2,7,26,1981,88,1,2,1,1,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,2,2,2,4,2,4,3,3,2,1,0,0,0,1,0,0,0,0,66,"White",2,5,16,1967,88,2,3,1,2,4,2,4
2,2,0,1,0,0,0,0,0,0,0,1,1,2,4,5,2,3,4,5,5,2,2,3,2,3,0,1,0,0,0,0,0,1,0,3,"Hispanic",2,2,25,1978,88,2,3,3,1,2,1,2
1,2,0,0,0,0,0,0,0,1,0,1,2,7,6,2,6,4,2,4,2,2,3,1,4,3,0,0,0,0,0,0,0,0,1,66,"White",1,3,9,1949,88,7,1,1,1,3,2,4
1,3,0,0,0,0,0,0,0,0,1,0,3,5,5,2,3,5,4,4,2,2,5,4,4,2,1,1,1,1,1,0,0,1,0,6,"White",1,5,17,1966,88,6,3,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,6,3,2,2,3,5,3,4,2,4,2,0,0,0,0,0,0,0,0,1,66,"Asian",1,4,6,1952,88,4,2,2,2,3,2,4
3,3,0,0,0,0,1,0,0,0,0,1,3,5,5,5,5,5,5,5,3,4,1,2,3,3,1,0,0,1,1,0,1,0,0,66,"White",2,3,18,1989,88,5,1,4,2,2,2,3
3,4,0,0,0,0,0,0,0,1,0,1,2,7,6,6,5,5,2,3,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"Black",1,3,4,1958,88,7,4,3,1,2,2,5
1,1,1,0,1,0,1,0,1,0,0,4,1,1,1,1,1,1,3,4,1,5,1,5,4,5,1,1,1,0,1,0,1,0,0,1,"White",1,7,22,1984,88,1,1,1,1,4,1,4
3,4,0,0,0,0,0,0,0,0,1,0,1,3,3,2,3,2,2,3,4,3,3,3,3,3,1,0,1,0,0,0,0,0,0,66,"White",2,4,14,1986,88,3,3,3,1,3,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,2,2,2,4,2,3,2,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,4,17,1964,88,3,5,4,1,4,2,2
1,2,1,0,1,0,0,0,0,0,0,2,2,7,6,7,6,5,1,4,1,1,3,4,4,3,1,1,1,0,1,1,0,0,0,3,"Hispanic",1,6,13,1953,88,7,4,2,2,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,5,2,4,3,2,4,5,4,2,1,1,1,1,1,0,0,0,0,2,"Hispanic",1,2,4,1953,88,7,1,2,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,2,2,2,3,3,2,5,5,2,4,3,3,3,5,1,0,0,0,1,0,0,0,0,66,"White",1,3,1,1948,88,4,1,1,2,5,2,4
1,1,0,0,0,1,0,0,0,0,0,1,1,2,3,2,3,5,3,5,1,5,5,5,5,4,1,0,0,0,0,0,0,0,0,66,"White",2,2,7,1978,88,7,3,1,2,5,2,5
1,1,0,1,0,1,0,0,0,1,0,3,1,1,1,1,1,1,1,2,7,1,2,3,3,2,1,0,1,0,1,0,0,0,0,66,"White",1,5,12,1954,88,1,4,3,1,3,2,3
1,2,0,0,0,0,0,0,0,1,0,1,2,4,6,7,3,2,2,5,1,3,4,4,4,3,1,1,1,1,1,1,0,0,0,3,"Asian",1,5,16,1988,88,6,3,1,2,5,2,2
3,4,0,0,0,0,1,0,0,1,0,2,2,7,6,4,6,5,4,4,3,3,4,5,2,4,1,0,0,1,1,0,0,0,0,66,"White",1,3,10,1962,88,7,4,4,1,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,1,2,5,5,5,3,3,4,2,3,2,0,0,0,0,0,0,0,0,1,66,"White",2,5,3,1959,88,6,5,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,4,7,7,6,7,5,4,4,2,4,3,4,5,2,0,1,0,1,1,0,0,0,0,2,"White",1,3,10,1996,88,7,2,2,2,5,2,5
1,1,1,0,0,0,1,0,0,0,0,2,1,2,2,2,1,1,2,2,2,3,1,2,3,2,1,0,0,1,1,0,0,0,0,66,"White",2,5,21,1983,88,2,3,3,1,2,2,3
1,1,1,1,0,0,0,0,0,0,0,2,1,3,3,2,2,2,2,2,1,1,4,4,4,4,1,1,1,0,1,1,1,0,0,1,"White",1,8,24,1985,88,3,4,4,1,1,2,5
1,1,0,0,0,1,0,0,0,0,0,1,2,3,4,4,1,2,1,5,1,4,3,5,5,3,1,0,1,1,1,0,0,0,0,66,"Black",1,2,8,1984,88,4,3,1,2,5,2,5
1,1,1,0,0,0,0,0,0,0,0,1,1,2,3,2,3,2,2,2,2,4,2,4,4,4,1,1,1,0,1,1,1,0,0,1,"White",1,4,23,1986,88,3,2,2,1,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,4,5,7,2,3,2,4,3,1,0,0,0,1,0,0,0,0,66,"White",1,4,3,1946,88,1,4,1,1,3,1,4
1,2,0,0,0,0,1,0,0,1,0,2,2,7,6,6,7,5,5,5,2,2,2,2,2,2,1,1,0,0,1,0,0,0,0,5,"Black",1,3,14,1957,88,7,1,2,2,2,2,4
1,4,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,4,3,3,5,2,3,3,2,4,0,0,1,0,0,0,0,0,0,66,"Mixed",2,5,10,1998,88,2,4,2,2,3,2,3
3,4,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,2,3,3,4,2,1,1,5,2,1,0,0,0,1,0,0,0,0,66,"White",2,3,6,1946,88,3,4,3,1,4,1,2
1,2,1,1,0,0,0,1,1,0,0,4,2,6,6,7,6,5,2,4,1,2,3,5,4,3,0,0,0,0,0,0,0,0,1,66,"White",2,5,12,1943,88,6,3,2,2,4,2,5
1,2,0,0,0,1,1,0,0,1,0,3,2,7,7,7,6,5,5,4,1,3,4,4,2,2,0,1,0,1,1,0,0,0,0,2,"Hispanic",1,5,22,1970,88,7,2,1,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,2,6,2,4,3,3,2,0,0,0,0,0,0,0,0,1,66,"White",2,5,11,1960,88,1,4,1,2,2,2,2
1,4,0,0,0,0,0,1,1,0,0,2,1,2,2,2,1,2,2,2,7,2,4,2,2,2,1,0,1,0,1,0,0,0,0,66,"White",1,3,4,1969,88,2,4,2,1,4,2,5
1,2,1,1,0,0,1,1,1,0,0,5,2,1,1,1,1,1,1,3,1,5,1,5,5,5,1,1,1,1,1,1,1,0,0,1,"White",2,5,24,1983,88,3,1,1,1,5,1,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,3,2,4,3,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,3,20,1961,88,3,4,3,2,2,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,5,4,7,4,3,2,2,4,2,4,3,3,3,1,1,1,1,1,0,0,0,0,4,"White",1,6,11,1983,88,5,4,3,2,2,2,3
1,2,0,0,0,0,0,0,0,0,1,0,2,2,2,1,2,4,1,4,6,3,2,3,5,3,1,0,0,0,1,0,0,1,0,66,"White",2,3,3,1970,88,3,1,2,2,4,2,5
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,5,5,1,5,1,5,5,5,1,1,1,0,1,1,1,0,0,1,"White",1,5,20,1990,88,1,1,1,2,5,1,5
1,1,0,1,0,1,1,1,1,1,0,6,1,1,1,1,1,1,3,5,7,2,3,1,3,2,0,0,0,0,0,0,0,0,1,66,"White",1,5,18,1939,88,1,3,1,1,4,2,4
1,2,1,1,1,1,1,1,1,1,0,8,2,7,7,7,7,5,5,5,2,5,4,5,5,2,1,1,0,0,1,0,0,0,0,7,"White",2,5,24,1948,88,7,1,2,2,4,2,5
2,2,0,0,1,1,0,1,0,0,0,3,2,4,2,4,2,2,2,3,3,5,3,2,1,3,0,1,1,0,1,1,0,0,0,2,"Black",1,4,16,1983,88,5,4,3,1,2,1,1
2,4,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,3,1,2,3,1,3,4,4,3,1,0,0,0,0,0,0,0,0,66,"White",2,3,5,1966,88,7,5,4,2,5,2,5
1,2,0,0,0,0,0,0,0,1,0,1,2,7,6,7,5,4,4,2,6,4,2,2,4,4,1,1,1,0,1,1,1,0,0,5,"Hispanic",2,3,10,1972,88,7,2,2,1,3,2,2
1,2,0,0,1,1,1,1,1,1,0,6,3,7,7,7,7,5,2,3,1,3,4,4,4,4,0,1,1,0,1,0,1,0,0,1,"White",1,5,23,1987,88,7,3,3,2,4,2,3
1,4,0,0,0,0,0,0,0,0,1,0,2,7,6,7,7,3,2,4,1,4,4,4,1,3,1,1,1,0,1,0,0,0,0,2,"Mixed",2,2,1,1982,88,4,1,2,2,5,2,4
1,1,0,1,0,1,1,0,0,0,0,3,1,1,1,1,2,1,4,4,1,3,1,5,4,4,1,0,1,0,0,1,0,0,0,66,"White",1,6,22,1976,88,2,4,4,1,4,1,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,3,5,7,1,3,4,5,5,1,1,0,0,1,0,0,0,0,7,"White",2,3,12,1949,88,1,1,1,1,5,2,5
